carat,depth,table,x,y,z,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.08396946564885496,0.6928104575163401,0.2999999999999998,0.21739130434782605,0.2187499999999999,0.24220623501199046,1318,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02544529262086514,0.5816993464052294,0.25,0.08051529790660228,0.0953947368421052,0.1007194244604318,532,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.05343511450381678,0.6143790849673207,0.2999999999999998,0.16103059581320456,0.1611842105263157,0.17505995203836944,1061,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.23409669211195933,0.6405228758169939,0.3500000000000001,0.4557165861513689,0.4638157894736843,0.45803357314148685,4673,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.13486005089058523,0.5294117647058822,0.3500000000000001,0.322061191626409,0.33552631578947356,0.31175059952038375,2886,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.20610687022900764,0.6601307189542487,0.6000000000000001,0.41706924315619964,0.41611842105263164,0.422062350119904,2291,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.05852417302798981,0.6143790849673207,0.2999999999999998,0.16747181964573277,0.18092105263157898,0.18705035971223027,716,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.17811704834605596,0.549019607843138,0.3999999999999999,0.389694041867955,0.40625,0.3788968824940049,4940,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2391857506361323,0.6928104575163401,0.4500000000000002,0.4589371980676328,0.4654605263157894,0.4724220623501201,3639,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.08142493638676845,0.40522875816993453,0.5,0.24476650563607083,0.24177631578947367,0.21103117505995217,1338,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.07888040712468192,0.5098039215686279,0.3500000000000001,0.2222222222222222,0.23519736842105265,0.21822541966426867,1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.11195928753180662,0.5555555555555554,0.3500000000000001,0.28019323671497587,0.29440789473684204,0.28057553956834547,2587,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.361323155216285,0.7124183006535949,0.6499999999999999,0.5700483091787439,0.5986842105263157,0.5923261390887291,6112,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.015267175572519089,0.5751633986928111,0.2999999999999998,0.048309178743961345,0.05921052631578938,0.0695443645083933,545,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.22391857506361323,0.5032679738562091,0.4500000000000002,0.4589371980676328,0.4671052631578947,0.42685851318944856,10204,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1450381679389313,0.49673202614379086,0.2999999999999998,0.3397745571658616,0.36019736842105265,0.3237410071942446,3243,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.20610687022900764,0.41176470588235325,0.3999999999999999,0.4508856682769725,0.45559210526315796,0.39568345323741017,4327,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.017811704834605598,0.5882352941176467,0.3999999999999999,0.05797101449275377,0.05921052631578938,0.07673860911270991,799,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.20610687022900764,0.6797385620915035,0.3999999999999999,0.4057971014492753,0.42434210526315774,0.4244604316546764,5067,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.22391857506361323,0.6339869281045756,0.5,0.4380032206119163,0.45559210526315796,0.44364508393285385,4481,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.10432569974554706,0.594771241830065,0.22999999999999998,0.2624798711755234,0.2763157894736842,0.2709832134292567,2907,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.460559796437659,0.4575163398692812,0.5499999999999998,0.6956521739130433,0.7088815789473684,0.6282973621103118,16881,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.15012722646310434,0.5882352941176467,0.3999999999999999,0.3397745571658616,0.3421052631578947,0.33573141486810565,2898,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.20610687022900764,0.4901960784313726,0.2999999999999998,0.4396135265700484,0.4457236842105263,0.40527577937649895,4197,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.08396946564885496,0.43137254901960764,0.3999999999999999,0.23510466988727863,0.2516447368421052,0.2158273381294965,1132,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0559796437659033,0.5686274509803919,0.2999999999999998,0.16425120772946855,0.17434210526315785,0.17505995203836944,1327,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.16030534351145037,0.34640522875817004,0.6000000000000001,0.3880837359098229,0.39309210526315796,0.32613908872901687,2613,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.356234096692112,0.6209150326797381,0.2999999999999998,0.5942028985507247,0.600328947368421,0.580335731414868,8418,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.02544529262086514,0.6078431372549025,0.25,0.08695652173913049,0.08552631578947367,0.10551558752997614,844,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02544529262086514,0.5816993464052294,0.5499999999999998,0.07890499194847034,0.07730263157894735,0.09352517985611519,540,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2569974554707379,0.5816993464052294,0.5499999999999998,0.47020933977455714,0.48684210526315796,0.460431654676259,6190,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3307888040712468,0.549019607843138,0.4500000000000002,0.5491143317230275,0.5592105263157894,0.5203836930455636,8190,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.12722646310432567,0.9346405228758172,0.25,0.2850241545893719,0.26973684210526316,0.3477218225419665,1691,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2213740458015267,0.6013071895424842,0.3999999999999999,0.4492753623188407,0.44901315789473695,0.4388489208633094,6644,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.20610687022900764,0.49673202614379086,0.3500000000000001,0.4380032206119163,0.45723684210526305,0.41247002398081545,8029,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.094147582697201,0.549019607843138,0.3500000000000001,0.24798711755233493,0.2516447368421052,0.24460431654676262,2206,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.17811704834605596,0.594771241830065,0.3500000000000001,0.3784219001610306,0.3980263157894737,0.38129496402877705,3867,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.20865139949109412,0.6078431372549025,0.3999999999999999,0.42351046698872785,0.4424342105263157,0.4244604316546764,4341,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.03053435114503817,0.6013071895424842,0.3999999999999999,0.09017713365539448,0.10032894736842102,0.11270983213429264,421,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1806615776081425,0.666666666666667,0.2999999999999998,0.39130434782608703,0.38651315789473695,0.39808153477218233,3082,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.20610687022900764,0.9934640522875817,0.7000000000000002,0.3687600644122384,0.3667763157894737,0.45083932853717024,3173,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.10178117048346055,0.41176470588235325,0.5,0.2785829307568438,0.28125,0.24460431654676262,2016,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2315521628498728,0.5686274509803919,0.4500000000000002,0.44766505636070864,0.46875,0.4388489208633094,3901,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.21628498727735368,0.5424836601307188,0.25,0.4428341384863125,0.462171052631579,0.42685851318944856,6810,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.04071246819338422,0.43790849673202636,0.3500000000000001,0.140096618357488,0.14967105263157887,0.1294964028776978,727,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.17811704834605596,0.5555555555555554,0.3500000000000001,0.3880837359098229,0.4046052631578947,0.3788968824940049,3724,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3231552162849873,0.594771241830065,0.5,0.5378421900161031,0.5641447368421053,0.5299760191846523,12547,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3307888040712468,0.6405228758169939,0.3999999999999999,0.5636070853462157,0.5723684210526316,0.5587529976019185,9384,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.13231552162849872,0.522875816993464,0.3500000000000001,0.3156199677938809,0.33388157894736836,0.3069544364508394,3478,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0381679389312977,0.5620915032679736,0.2999999999999998,0.11916264090177142,0.12335526315789469,0.1294964028776978,906,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.094147582697201,0.5816993464052294,0.3500000000000001,0.24315619967793878,0.256578947368421,0.24940047961630696,2195,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.20610687022900764,0.7058823529411766,0.4500000000000002,0.39935587761674707,0.4013157894736843,0.4172661870503598,4378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.21119592875318066,0.5163398692810457,0.3999999999999999,0.43639291465378427,0.45559210526315796,0.4148681055155876,7391,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5241730279898218,0.5424836601307188,0.6000000000000001,0.7536231884057972,0.7582236842105265,0.7026378896882495,18028,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3435114503816794,0.5424836601307188,0.3500000000000001,0.5780998389694042,0.605263157894737,0.5539568345323742,15658,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.07633587786259541,0.5294117647058822,0.4500000000000002,0.2028985507246377,0.22532894736842102,0.2086330935251799,1849,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.02544529262086514,0.6274509803921573,0.5,0.08212560386473433,0.08059210526315785,0.10311750599520386,608,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.21628498727735368,0.40522875816993453,0.4500000000000002,0.46698872785829326,0.4671052631578947,0.407673860911271,4692,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.27989821882951654,0.5359477124183005,0.2999999999999998,0.5217391304347826,0.5411184210526314,0.49640287769784175,5728,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.08142493638676845,0.5555555555555554,0.5499999999999998,0.22061191626409027,0.2236842105263157,0.22062350119904084,2870,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.17811704834605596,0.549019607843138,0.2999999999999998,0.38647342995169087,0.39309210526315796,0.3717026378896884,4269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.02544529262086514,0.522875816993464,0.5,0.08534621578099844,0.08717105263157887,0.09112709832134303,1013,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08905852417302798,0.5816993464052294,0.5499999999999998,0.22705314009661837,0.24342105263157898,0.23741007194244612,1796,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08651399491094147,0.5359477124183005,0.5,0.22866344605475042,0.24013157894736847,0.22781774580335734,1726,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5470737913486006,0.43137254901960764,0.4500000000000002,0.7874396135265701,0.7960526315789473,0.7002398081534773,17294,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.22900763358778625,0.549019607843138,0.3500000000000001,0.45410628019323684,0.47368421052631593,0.4388489208633094,6630,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.08905852417302798,0.5882352941176467,0.3500000000000001,0.23188405797101463,0.24506578947368418,0.24220623501199046,1551,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.05343511450381678,0.5620915032679736,0.3500000000000001,0.15780998389694034,0.16776315789473684,0.16786570743405282,1439,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.20610687022900764,0.8366013071895422,0.4500000000000002,0.389694041867955,0.3733552631578947,0.4292565947242206,3054,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.13740458015267173,0.5816993464052294,0.5,0.32367149758454106,0.3404605263157895,0.32613908872901687,3498,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.027989821882951647,0.5882352941176467,0.3500000000000001,0.09500805152979064,0.0953947368421052,0.11031175059952048,707,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.04834605597964376,0.6013071895424842,0.5499999999999998,0.14170692431562004,0.14309210526315785,0.155875299760192,951,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0559796437659033,0.6274509803921573,0.3999999999999999,0.1690821256038647,0.16282894736842102,0.18225419664268594,898,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.12977099236641218,0.5686274509803919,0.3999999999999999,0.3091787439613527,0.32401315789473684,0.3093525179856116,3191,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.15267175572519084,0.6013071895424842,0.3999999999999999,0.3462157809983898,0.35032894736842113,0.3453237410071943,2870,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1806615776081425,0.6535947712418304,0.4500000000000002,0.37359098228663457,0.3766447368421052,0.38129496402877705,3756,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.21119592875318066,0.48366013071895475,0.4500000000000002,0.44444444444444453,0.44901315789473695,0.407673860911271,6749,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.10178117048346055,0.5032679738562091,0.3999999999999999,0.26409017713365535,0.2779605263157895,0.2541966426858513,2718,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.05343511450381678,0.6535947712418304,0.2999999999999998,0.1465378421900162,0.1595394736842105,0.17505995203836944,1143,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.07633587786259541,0.6013071895424842,0.2999999999999998,0.2061191626409018,0.22532894736842102,0.223021582733813,1239,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1450381679389313,0.4640522875816995,0.4500000000000002,0.3397745571658616,0.35526315789473684,0.3141486810551559,2591,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.12722646310432567,0.5751633986928111,0.3999999999999999,0.30112721417069244,0.3174342105263158,0.30455635491606714,2536,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2035623409669211,0.6339869281045756,0.6000000000000001,0.4122383252818035,0.4177631578947367,0.4148681055155876,4088,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08142493638676845,0.594771241830065,0.5,0.22061191626409027,0.2236842105263157,0.22781774580335734,1815,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3333333333333333,0.522875816993464,0.3999999999999999,0.5829307568438004,0.587171052631579,0.5419664268585132,7695,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.10432569974554706,0.4509803921568629,0.6000000000000001,0.27053140096618356,0.287828947368421,0.24940047961630696,1785,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.12722646310432567,0.44444444444444464,0.3500000000000001,0.31723027375201285,0.33223684210526316,0.29016786570743414,2290,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.027989821882951647,0.5555555555555554,0.25,0.0933977455716587,0.09375,0.10311750599520386,872,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.17811704834605596,0.5751633986928111,0.5,0.38647342995169087,0.39144736842105265,0.3764988009592327,3121,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4580152671755725,0.5555555555555554,0.6000000000000001,0.677938808373591,0.7105263157894737,0.6498800959232613,18524,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2035623409669211,0.4640522875816995,0.5499999999999998,0.4347826086956522,0.4424342105263157,0.39568345323741017,4648,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.05343511450381678,0.5816993464052294,0.3500000000000001,0.15458937198067635,0.16447368421052622,0.16786570743405282,671,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.13231552162849872,0.6797385620915035,0.4500000000000002,0.3091787439613527,0.3108552631578947,0.32613908872901687,2361,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.094147582697201,0.6013071895424842,0.3500000000000001,0.23832528180354262,0.2549342105263158,0.25179856115107924,2682,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2748091603053435,0.5686274509803919,0.3999999999999999,0.50402576489533,0.5328947368421053,0.4940047961630696,11602,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.28498727735368956,0.5882352941176467,0.4500000000000002,0.5136876006441226,0.5328947368421053,0.5035971223021585,6171,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2569974554707379,0.6274509803921573,0.4500000000000002,0.4814814814814815,0.4967105263157894,0.4820143884892085,6324,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2035623409669211,0.5424836601307188,0.6000000000000001,0.4154589371980676,0.41611842105263164,0.3932853717026379,5292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.07633587786259541,0.49673202614379086,0.6000000000000001,0.20450885668276975,0.22697368421052633,0.20383693045563556,1133,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.04834605597964376,0.5751633986928111,0.4500000000000002,0.13526570048309183,0.14473684210526316,0.14868105515587537,855,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.13994910941475824,0.5882352941176467,0.3999999999999999,0.3252818035426731,0.3404605263157895,0.32853717026378904,1923,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0559796437659033,0.5751633986928111,0.2999999999999998,0.16425120772946855,0.16611842105263164,0.17266187050359716,1389,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05343511450381678,0.5294117647058822,0.5499999999999998,0.15136876006441236,0.16611842105263164,0.15827338129496404,683,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.007633587786259541,0.5555555555555554,0.5499999999999998,0.019323671497584627,0.02960526315789469,0.04076738609112718,400,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12977099236641218,0.6862745098039218,0.20000000000000018,0.30756843800322065,0.3075657894736842,0.32613908872901687,2104,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.08651399491094147,0.5555555555555554,0.3999999999999999,0.23188405797101463,0.24506578947368418,0.23501199040767395,1590,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.13486005089058523,0.34640522875817004,0.3999999999999999,0.34138486312399363,0.3667763157894737,0.2949640287769786,2441,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.22391857506361323,0.47058823529411775,0.5499999999999998,0.46376811594202894,0.4671052631578947,0.422062350119904,4355,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.13994910941475824,0.6013071895424842,0.3999999999999999,0.32367149758454106,0.3421052631578947,0.3309352517985612,3555,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.12722646310432567,0.43790849673202636,0.5499999999999998,0.322061191626409,0.3207236842105262,0.29736211031175064,2331,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2544529262086514,0.5359477124183005,0.3999999999999999,0.4847020933977456,0.49013157894736836,0.45803357314148685,5880,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.17811704834605596,0.6209150326797381,0.2999999999999998,0.3880837359098229,0.39309210526315796,0.38848920863309355,2817,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.08396946564885496,0.6339869281045756,0.3500000000000001,0.22544283413848643,0.2236842105263157,0.23741007194244612,1607,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.04325699745547073,0.6797385620915035,0.2999999999999998,0.12399355877616747,0.1266447368421052,0.1534772182254197,749,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.13486005089058523,0.5032679738562091,0.4500000000000002,0.33011272141706927,0.32730263157894735,0.3069544364508394,2519,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.12977099236641218,0.5555555555555554,0.3500000000000001,0.30756843800322065,0.3207236842105262,0.30455635491606714,2031,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.027989821882951647,0.43137254901960764,0.5,0.09500805152979064,0.10361842105263164,0.08872901678657075,544,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.15521628498727735,0.6013071895424842,0.3999999999999999,0.352657004830918,0.3536184210526315,0.35011990407673876,2439,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.07633587786259541,0.6535947712418304,0.3500000000000001,0.21256038647343,0.20723684210526316,0.22781774580335734,1407,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
